experiment,timestamp,results.101⊗NULL⊗101.counts.101,results.101⊗NULL⊗101.entropy,results.101⊗NULL⊗101.input_prob,results.101⊗NULL⊗101.target_prob,results.101⊗BS⊗010.counts.010,results.101⊗BS⊗010.entropy,results.101⊗BS⊗010.input_prob,results.101⊗BS⊗010.target_prob,results.101⊗SUB⊗101.counts.101,results.101⊗SUB⊗101.entropy,results.101⊗SUB⊗101.input_prob,results.101⊗SUB⊗101.target_prob,results.101⊗SYN⊗111.counts.011,results.101⊗SYN⊗111.entropy,results.101⊗SYN⊗111.input_prob,results.101⊗SYN⊗111.target_prob,results.101⊗BEL⊗???.counts.011,results.101⊗BEL⊗???.counts.100,results.101⊗BEL⊗???.entropy,results.101⊗BEL⊗???.input_prob,results.101⊗BEL⊗???.target_prob,results.101⊗ETX⊗???.counts.001,results.101⊗ETX⊗???.counts.011,results.101⊗ETX⊗???.counts.101,results.101⊗ETX⊗???.counts.111,results.101⊗ETX⊗???.counts.100,results.101⊗ETX⊗???.counts.000,results.101⊗ETX⊗???.counts.010,results.101⊗ETX⊗???.counts.110,results.101⊗ETX⊗???.entropy,results.101⊗ETX⊗???.input_prob,results.101⊗ETX⊗???.target_prob,results.101⊗CAN⊗010.counts.010,results.101⊗CAN⊗010.entropy,results.101⊗CAN⊗010.input_prob,results.101⊗CAN⊗010.target_prob,results.000⊗BS⊗111.counts.111,results.000⊗BS⊗111.entropy,results.000⊗BS⊗111.input_prob,results.000⊗BS⊗111.target_prob,results.111⊗BS⊗000.counts.000,results.111⊗BS⊗000.entropy,results.111⊗BS⊗000.input_prob,results.111⊗BS⊗000.target_prob
BINARY_CONTROL_QUANTUM_OPERATORS,2025-12-03 18:15:19,1000,-0.0,1.0,1.0,1000,-0.0,0.0,1.0,1000,-0.0,1.0,1.0,1000,-0.0,0.0,0.0,464,536,0.9962572968375276,0.0,0.0,136,114,127,128,120,130,129,116,2.997668122866076,0.127,0.13,1000,-0.0,0.0,1.0,1000,-0.0,0.0,1.0,1000,-0.0,0.0,1.0
