name,code,prob_101,entropy,is_involution
BS,8,1.0,0.0,True
ETX,3,0.0,1.9988510649331621,False
SYN,22,0.2314453125,1.9984689562468583,False
ACK,6,0.2333984375,1.9988786176888729,False
